product_id,product_name,brand,category,subcategory,description,price,cost,color,weight_kg,rating,supplier_id
8537,Packt Programming 481,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,291.88,59.4,Silver,6.89,4.7,1066
8538,Nike Fitness 9639,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,1163.8,501.39,Blue,4.54,4.3,1884
8539,Bosch Kitchen 6405,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,1006.43,39.01,Black,1.29,4.8,1541
8540,Zara Clothing 4747,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,1639.61,1024.1,Blue,13.59,3.7,222
8541,Manning Programming 8397,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,1719.51,1624.87,Blue,5.66,3.8,1866
8542,Ashley Furniture 9586,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,1144.96,610.0,Gray,7.81,4.6,373
8543,Packt Programming 4862,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,2014.17,652.12,Red,11.13,4.0,256
8544,LG Monitor 7011,LG,Electronics,Monitor,LG Monitor designed for high performance and everyday use. Premium quality with modern features.,1654.53,141.74,Silver,0.84,4.8,975
8545,Adidas Fitness 3282,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,223.92,1406.53,Gray,14.82,3.5,1422
8546,O'Reilly Programming 4478,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,664.39,1403.02,White,4.65,3.8,287
8547,Steelcase Furniture 101,Steelcase,Home,Furniture,Steelcase Furniture designed for high performance and everyday use. Premium quality with modern features.,1434.46,845.11,Blue,2.28,3.6,346
8548,Nike Fitness 137,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,2327.18,220.02,Red,9.91,4.9,100
8549,Lenovo Laptop 7456,Lenovo,Electronics,Laptop,Lenovo Laptop designed for high performance and everyday use. Premium quality with modern features.,1346.76,463.37,White,10.99,3.8,1031
8550,Under Armour Fitness 4827,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1078.02,1290.34,Black,14.59,4.2,68
8551,Apple Phone 4170,Apple,Electronics,Phone,Apple Phone designed for high performance and everyday use. Premium quality with modern features.,1910.19,1281.61,Silver,3.96,3.7,1999
8552,Packt Programming 1204,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,1860.64,1064.81,Gray,8.67,4.0,1994
8553,Packt Programming 7231,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,501.91,500.66,Blue,19.38,3.8,1953
8554,Zara Clothing 2344,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,208.64,700.12,White,8.86,5.0,585
8555,Puma Shoes 7654,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,1169.73,1765.31,Red,8.42,5.0,501
8556,Under Armour Fitness 4707,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,300.05,951.06,Silver,5.86,4.8,1768
8557,Packt Programming 8152,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,141.03,638.35,White,16.75,3.8,1724
8558,KitchenAid Kitchen 5887,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,1722.34,734.45,Blue,7.26,4.9,1462
8559,Under Armour Fitness 4198,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,808.06,1075.21,Black,4.57,3.8,1120
8560,Nike Fitness 502,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,138.04,510.02,White,5.55,4.4,1735
8561,KitchenAid Kitchen 9759,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,2402.43,73.98,Gray,11.46,4.0,378
8562,Lenovo Laptop 9602,Lenovo,Electronics,Laptop,Lenovo Laptop designed for high performance and everyday use. Premium quality with modern features.,1977.68,1765.59,Red,18.31,4.0,1033
8563,Packt Programming 1136,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,573.46,693.02,Silver,10.3,4.5,1159
8564,Ashley Furniture 4946,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,1607.24,1500.49,Gray,14.89,3.8,1047
8565,Packt Programming 1837,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,1788.41,786.7,Silver,5.18,3.7,1178
8566,Google Phone 5397,Google,Electronics,Phone,Google Phone designed for high performance and everyday use. Premium quality with modern features.,1772.57,229.3,Black,8.04,3.9,734
8567,Google Phone 1717,Google,Electronics,Phone,Google Phone designed for high performance and everyday use. Premium quality with modern features.,2120.39,1382.27,White,8.81,3.6,1018
8568,Ashley Furniture 726,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,1105.42,1629.52,Black,14.12,4.9,1006
8569,Ashley Furniture 5599,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,890.27,1157.46,Gray,10.58,4.9,1006
8570,Packt Programming 1786,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,359.38,608.65,Blue,18.24,3.6,830
8571,Nike Fitness 4364,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,112.14,532.17,Silver,5.07,3.6,1185
8572,Levi's Clothing 197,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,1257.19,588.65,Silver,10.41,4.1,1725
8573,Packt Programming 2042,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,121.92,316.71,White,8.94,4.0,248
8574,Adidas Shoes 5619,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,2145.45,562.65,Black,8.32,4.2,701
8575,IKEA Furniture 2268,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,931.39,938.11,White,13.76,4.3,1866
8576,Lenovo Laptop 2803,Lenovo,Electronics,Laptop,Lenovo Laptop designed for high performance and everyday use. Premium quality with modern features.,1236.19,177.74,Black,0.87,5.0,742
8577,Adidas Shoes 404,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,261.78,215.31,Black,4.97,3.5,715
8578,Packt Programming 4727,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,2062.95,184.04,White,12.69,3.6,828
8579,H&M Clothing 233,H&M,Fashion,Clothing,H&M Clothing designed for high performance and everyday use. Premium quality with modern features.,1912.59,1791.64,Blue,18.92,3.5,380
8580,Zara Clothing 249,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,2164.02,390.16,Silver,5.99,3.8,770
8581,Bosch Kitchen 3399,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,1826.72,1026.27,Gray,19.77,3.8,574
8582,Under Armour Fitness 7952,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,880.34,885.37,Red,9.9,3.8,1844
8583,LG Monitor 3278,LG,Electronics,Monitor,LG Monitor designed for high performance and everyday use. Premium quality with modern features.,157.41,929.24,Black,9.43,4.3,928
8584,Under Armour Fitness 3018,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1169.39,1524.72,Red,18.22,4.4,1914
8585,O'Reilly Programming 585,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1236.04,960.92,Black,16.88,3.6,1003
8586,Nike Shoes 8753,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,285.1,671.35,White,12.24,4.5,205
8587,Asus Laptop 9736,Asus,Electronics,Laptop,Asus Laptop designed for high performance and everyday use. Premium quality with modern features.,1688.16,1606.06,White,9.85,4.7,1599
8588,Philips Kitchen 738,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,559.75,276.98,Blue,4.23,3.8,389
8589,Adidas Fitness 2694,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1195.44,1480.17,Gray,3.14,3.9,686
8590,O'Reilly Programming 9184,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1603.2,1080.42,White,6.21,4.6,1145
8591,Under Armour Fitness 938,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1929.24,892.14,Red,18.99,4.9,1678
8592,LG Monitor 146,LG,Electronics,Monitor,LG Monitor designed for high performance and everyday use. Premium quality with modern features.,563.82,1583.0,Black,10.46,4.3,1462
8593,O'Reilly Programming 4990,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1532.04,862.65,Red,13.65,3.6,80
8594,Adidas Shoes 5535,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,871.11,177.87,Red,11.97,3.7,1877
8595,KitchenAid Kitchen 3726,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,2489.57,606.53,White,19.17,4.7,441
8596,Packt Programming 7105,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,388.4,21.33,Gray,10.2,3.9,236
8597,Manning Programming 9081,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,867.74,496.98,Silver,6.81,4.7,1801
8598,LG Monitor 2771,LG,Electronics,Monitor,LG Monitor designed for high performance and everyday use. Premium quality with modern features.,1299.3,579.03,Black,2.1,4.9,12
8599,Bosch Kitchen 1192,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,2496.39,623.4,Blue,19.95,3.8,457
8600,Bosch Kitchen 413,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,635.3,516.46,Silver,12.09,4.0,1867
8601,Adidas Shoes 8532,Adidas,Fashion,Shoes,Adidas Shoes designed for high performance and everyday use. Premium quality with modern features.,1887.86,1173.31,Black,14.91,4.7,51
8602,O'Reilly Programming 4746,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,674.82,816.33,Red,10.46,3.6,1144
8603,Bosch Kitchen 8710,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,861.21,1167.62,Silver,12.67,4.1,768
8604,Samsung Monitor 281,Samsung,Electronics,Monitor,Samsung Monitor designed for high performance and everyday use. Premium quality with modern features.,858.17,1285.58,Blue,12.17,4.9,1907
8605,Nike Fitness 8647,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,883.17,1284.48,Blue,13.28,3.6,1792
8606,Bosch Kitchen 6027,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,2228.79,844.6,White,12.52,4.9,656
8607,Asus Laptop 6057,Asus,Electronics,Laptop,Asus Laptop designed for high performance and everyday use. Premium quality with modern features.,963.94,1631.73,Black,3.14,4.0,110
8608,Manning Programming 2543,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,2121.89,1669.64,Red,5.24,4.9,25
8609,Under Armour Fitness 2523,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1456.7,1498.77,White,19.29,4.4,1163
8610,Manning Programming 6467,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,1730.66,664.85,Red,7.14,4.0,7
8611,Under Armour Fitness 2945,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,2119.15,686.31,Blue,12.26,4.4,1552
8612,Manning Programming 2444,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,1945.45,1737.74,Blue,8.06,4.2,239
8613,Apple Phone 1253,Apple,Electronics,Phone,Apple Phone designed for high performance and everyday use. Premium quality with modern features.,2466.05,1694.7,Blue,16.15,3.6,402
8614,Adidas Fitness 4280,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1112.99,1487.16,Silver,8.28,3.5,975
8615,KitchenAid Kitchen 1192,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,324.04,173.31,Silver,16.46,4.2,1909
8616,Adidas Fitness 4191,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,177.71,1550.92,White,6.91,4.3,1954
8617,O'Reilly Programming 6235,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1641.17,1716.95,Red,11.91,3.9,223
8618,Under Armour Fitness 2029,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1092.28,355.08,Silver,0.89,4.3,1496
8619,KitchenAid Kitchen 417,KitchenAid,Home,Kitchen,KitchenAid Kitchen designed for high performance and everyday use. Premium quality with modern features.,2201.44,1623.04,White,9.16,4.5,1330
8620,Nike Fitness 9484,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,1787.94,1213.84,White,11.96,4.7,1220
8621,Ashley Furniture 7033,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,479.06,806.2,Black,14.47,4.7,356
8622,H&M Clothing 1999,H&M,Fashion,Clothing,H&M Clothing designed for high performance and everyday use. Premium quality with modern features.,514.49,1385.72,Black,5.61,4.2,938
8623,Asus Laptop 5833,Asus,Electronics,Laptop,Asus Laptop designed for high performance and everyday use. Premium quality with modern features.,1712.3,862.73,White,18.82,4.1,1875
8624,JBL Headphones 9875,JBL,Electronics,Headphones,JBL Headphones designed for high performance and everyday use. Premium quality with modern features.,671.85,1787.61,Gray,8.29,3.9,806
8625,H&M Clothing 4407,H&M,Fashion,Clothing,H&M Clothing designed for high performance and everyday use. Premium quality with modern features.,2183.04,1096.74,Blue,0.93,4.3,1751
8626,Bosch Kitchen 2027,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,622.02,1617.2,White,3.67,4.1,837
8627,Lenovo Laptop 6142,Lenovo,Electronics,Laptop,Lenovo Laptop designed for high performance and everyday use. Premium quality with modern features.,971.23,1036.17,Red,2.99,3.9,1944
8628,Nike Fitness 3873,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,962.97,1128.18,White,19.2,4.5,1659
8629,JBL Headphones 5835,JBL,Electronics,Headphones,JBL Headphones designed for high performance and everyday use. Premium quality with modern features.,343.14,694.7,White,14.93,4.7,429
8630,Nike Fitness 4038,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,991.38,817.08,Black,2.95,4.2,567
8631,Puma Shoes 5457,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,229.96,610.52,Black,12.31,3.8,1526
8632,Zara Clothing 1013,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,719.24,603.41,Silver,17.05,4.5,748
8633,Levi's Clothing 2476,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,649.32,472.83,Gray,15.42,4.6,187
8634,Nike Fitness 8378,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,2313.48,1577.79,Blue,8.79,4.5,319
8635,Manning Programming 2638,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,232.53,780.17,White,8.57,4.3,1993
8636,Nike Fitness 776,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,2045.95,1258.07,Black,12.79,4.2,517
8637,Steelcase Furniture 5229,Steelcase,Home,Furniture,Steelcase Furniture designed for high performance and everyday use. Premium quality with modern features.,555.59,1173.63,Blue,13.17,3.9,897
8638,Ashley Furniture 3537,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,2131.41,632.66,Silver,2.81,4.1,179
8639,Bosch Kitchen 6364,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,2368.03,490.6,White,15.67,4.0,1325
8640,Ashley Furniture 3449,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,1649.24,1695.12,Gray,0.7,4.1,1571
8641,Nike Fitness 5742,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,950.0,844.49,Red,6.98,3.6,429
8642,Zara Clothing 7539,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,2292.23,274.4,White,14.93,5.0,1568
8643,Bosch Kitchen 6673,Bosch,Home,Kitchen,Bosch Kitchen designed for high performance and everyday use. Premium quality with modern features.,793.12,1668.28,Silver,18.68,3.7,1848
8644,Nike Shoes 7803,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,991.75,1359.53,Red,9.92,4.0,1486
8645,Puma Shoes 2036,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,577.27,1120.06,Red,15.98,4.8,1493
8646,H&M Clothing 2935,H&M,Fashion,Clothing,H&M Clothing designed for high performance and everyday use. Premium quality with modern features.,2283.41,1665.88,Blue,10.15,4.4,828
8647,Under Armour Fitness 9241,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1022.51,821.94,Silver,7.47,4.5,316
8648,Adidas Fitness 9065,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1974.36,167.13,Silver,19.0,4.1,509
8649,Steelcase Furniture 8394,Steelcase,Home,Furniture,Steelcase Furniture designed for high performance and everyday use. Premium quality with modern features.,2333.42,584.53,Blue,4.48,4.5,1788
8650,Zara Clothing 8164,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,226.96,235.1,Silver,1.51,4.3,128
8651,Samsung Phone 2402,Samsung,Electronics,Phone,Samsung Phone designed for high performance and everyday use. Premium quality with modern features.,1201.39,1483.53,Gray,12.72,3.9,373
8652,Packt Programming 5874,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,477.91,1428.74,Red,15.91,4.5,1277
8653,Bose Headphones 8326,Bose,Electronics,Headphones,Bose Headphones designed for high performance and everyday use. Premium quality with modern features.,1076.13,576.1,Silver,2.53,4.8,371
8654,Steelcase Furniture 1214,Steelcase,Home,Furniture,Steelcase Furniture designed for high performance and everyday use. Premium quality with modern features.,1739.14,213.45,Black,14.66,4.8,956
8655,Google Phone 1891,Google,Electronics,Phone,Google Phone designed for high performance and everyday use. Premium quality with modern features.,620.61,1253.23,Gray,4.76,3.7,1675
8656,Nike Fitness 110,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,1754.61,1497.03,White,9.9,4.3,1207
8657,Bose Headphones 7387,Bose,Electronics,Headphones,Bose Headphones designed for high performance and everyday use. Premium quality with modern features.,1667.78,1564.88,Black,5.66,3.7,1536
8658,LG Monitor 5404,LG,Electronics,Monitor,LG Monitor designed for high performance and everyday use. Premium quality with modern features.,1023.94,16.23,Blue,3.47,4.2,1420
8659,H&M Clothing 4930,H&M,Fashion,Clothing,H&M Clothing designed for high performance and everyday use. Premium quality with modern features.,1020.09,1625.43,Silver,4.86,4.1,1870
8660,Zara Clothing 3549,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,844.14,1100.99,White,4.21,3.6,1719
8661,Adidas Fitness 376,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,140.37,1428.97,Blue,1.97,4.2,1815
8662,Adidas Fitness 9004,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,488.56,1202.96,Red,4.91,4.5,920
8663,Zara Clothing 3822,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,817.77,1563.36,Red,11.05,4.2,1391
8664,Nike Fitness 2004,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,2396.35,1463.86,Red,10.7,4.8,831
8665,Adidas Fitness 3525,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1512.26,1217.58,Gray,19.45,4.0,462
8666,Packt Programming 7084,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,2121.53,1156.12,Red,17.69,3.9,552
8667,H&M Clothing 8417,H&M,Fashion,Clothing,H&M Clothing designed for high performance and everyday use. Premium quality with modern features.,1890.98,1201.3,White,0.21,4.4,82
8668,Nike Shoes 241,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,2125.81,362.83,Gray,0.56,4.5,43
8669,Levi's Clothing 4362,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,1418.81,633.81,Gray,15.83,4.5,652
8670,Nike Fitness 6270,Nike,Sports,Fitness,Nike Fitness designed for high performance and everyday use. Premium quality with modern features.,1657.76,1683.4,White,10.87,4.2,1791
8671,Puma Shoes 140,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,1179.99,1719.38,Blue,0.79,4.5,147
8672,Philips Kitchen 5044,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,383.02,98.63,Black,15.07,4.1,236
8673,Under Armour Fitness 2578,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1412.7,246.03,Blue,1.24,3.8,584
8674,Philips Kitchen 229,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,1381.47,502.19,Red,2.9,4.9,363
8675,Ashley Furniture 6894,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,240.75,223.23,Red,2.81,4.4,1750
8676,H&M Clothing 3687,H&M,Fashion,Clothing,H&M Clothing designed for high performance and everyday use. Premium quality with modern features.,2154.61,1197.54,Blue,6.54,3.8,651
8677,Philips Kitchen 7612,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,839.23,1210.34,White,1.47,4.3,1673
8678,Packt Programming 7073,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,1323.15,1091.42,Red,12.21,4.4,954
8679,Samsung Phone 3522,Samsung,Electronics,Phone,Samsung Phone designed for high performance and everyday use. Premium quality with modern features.,1070.34,1616.85,Blue,18.79,3.7,21
8680,Samsung Phone 6865,Samsung,Electronics,Phone,Samsung Phone designed for high performance and everyday use. Premium quality with modern features.,1881.72,1076.23,Black,0.5,4.2,953
8681,Nike Shoes 8479,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,1985.45,290.91,Silver,10.78,4.3,705
8682,Zara Clothing 579,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,1059.36,1689.62,Black,17.37,3.9,1375
8683,Apple Phone 9198,Apple,Electronics,Phone,Apple Phone designed for high performance and everyday use. Premium quality with modern features.,1684.25,65.86,Gray,18.12,4.0,1905
8684,Packt Programming 5402,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,2113.97,474.07,Gray,6.19,3.8,311
8685,Adidas Fitness 9889,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,321.93,1615.5,Blue,16.22,3.7,1522
8686,Bose Headphones 3455,Bose,Electronics,Headphones,Bose Headphones designed for high performance and everyday use. Premium quality with modern features.,1225.7,333.83,Red,9.87,4.6,1696
8687,O'Reilly Programming 3169,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,1850.68,247.55,Red,11.88,3.7,494
8688,Zara Clothing 5931,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,1247.95,789.93,White,18.61,4.4,1396
8689,Samsung Phone 925,Samsung,Electronics,Phone,Samsung Phone designed for high performance and everyday use. Premium quality with modern features.,1990.77,1275.34,Silver,5.38,4.1,1908
8690,Levi's Clothing 4568,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,1270.16,1303.78,White,10.27,3.7,1757
8691,Manning Programming 4061,Manning,Books,Programming,Manning Programming designed for high performance and everyday use. Premium quality with modern features.,805.74,311.9,Gray,11.34,3.9,1279
8692,Adidas Fitness 5155,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,2288.43,31.64,Blue,1.58,3.6,920
8693,Sennheiser Headphones 9651,Sennheiser,Electronics,Headphones,Sennheiser Headphones designed for high performance and everyday use. Premium quality with modern features.,540.59,414.39,Blue,10.12,4.2,82
8694,Adidas Fitness 6507,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,1873.19,1060.32,Silver,16.26,4.8,972
8695,Ashley Furniture 8261,Ashley,Home,Furniture,Ashley Furniture designed for high performance and everyday use. Premium quality with modern features.,2306.05,503.1,Blue,18.82,3.6,207
8696,Puma Shoes 4338,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,984.6,808.88,Red,12.27,3.8,1274
8697,Adidas Fitness 4944,Adidas,Sports,Fitness,Adidas Fitness designed for high performance and everyday use. Premium quality with modern features.,2255.98,1248.0,Silver,6.83,4.4,897
8698,OnePlus Phone 2988,OnePlus,Electronics,Phone,OnePlus Phone designed for high performance and everyday use. Premium quality with modern features.,254.29,278.53,Black,14.9,4.8,1189
8699,Philips Kitchen 7822,Philips,Home,Kitchen,Philips Kitchen designed for high performance and everyday use. Premium quality with modern features.,1993.45,1546.76,Gray,8.25,4.8,752
8700,Zara Clothing 4454,Zara,Fashion,Clothing,Zara Clothing designed for high performance and everyday use. Premium quality with modern features.,2460.56,590.91,White,2.78,4.5,1774
8701,Levi's Clothing 5672,Levi's,Fashion,Clothing,Levi's Clothing designed for high performance and everyday use. Premium quality with modern features.,1647.09,887.81,Silver,19.99,4.0,1388
8702,IKEA Furniture 3779,IKEA,Home,Furniture,IKEA Furniture designed for high performance and everyday use. Premium quality with modern features.,1713.4,12.56,Blue,16.45,4.3,399
8703,Nike Shoes 7712,Nike,Fashion,Shoes,Nike Shoes designed for high performance and everyday use. Premium quality with modern features.,726.85,15.33,Red,14.48,3.7,770
8704,O'Reilly Programming 3262,O'Reilly,Books,Programming,O'Reilly Programming designed for high performance and everyday use. Premium quality with modern features.,425.96,1465.41,Gray,3.31,3.9,1395
8705,Under Armour Fitness 5122,Under Armour,Sports,Fitness,Under Armour Fitness designed for high performance and everyday use. Premium quality with modern features.,1009.45,354.36,White,4.31,4.1,335
8706,Puma Shoes 1313,Puma,Fashion,Shoes,Puma Shoes designed for high performance and everyday use. Premium quality with modern features.,2025.63,867.0,Blue,3.93,3.9,184
8707,Packt Programming 5862,Packt,Books,Programming,Packt Programming designed for high performance and everyday use. Premium quality with modern features.,1430.69,1181.08,Blue,5.77,4.4,742
